exporter,importer,pair_id,year,trade,dist,cntg,lang,clny,log_trade,log_dist,y,log_y,e,log_e,total_e,remoteness_exp,log_remoteness_exp,total_y,remoteness_imp,log_remoteness_imp,exp_year,imp_year
MLT,AUS,229,1986,1.31849900889397,15565.4617800369,0,1,0,0.2764939751188248,9.65280975028252,1069.099009802365,6.97457152582163,83731.51190672345,11.33537067196515,8435941.468852492,767769980.6447085,20.459000741882686,8435941.46885249,1968008982.7362163,21.40028819996454,MLT1986,AUS1986
AUS,QAT,333,1994,6.60310399526358,11887.7212411148,0,0,0,1.8875398407875732,9.3832613179204,123514.13780373412,11.724110904641872,3359.530698101857,8.119556570018071,14265756.416838426,2230576023.6493707,21.525525695632265,14265756.416838426,1256817772.3934433,20.951848785793484,AUS1994,QAT1994
CRI,TUR,1244,1998,1.10324347910285,11449.1789367569,0,0,0,0.09825445852494412,9.34567329783102,9367.206142059102,9.144970160232813,113321.70286711659,11.637985980897525,15387631.310950087,1549857587.096663,21.16142888436393,15387631.310950087,979372962.0831646,20.70242309023836,CRI1998,TUR1998
GRC,CAN,315,2006,95.9855266079903,8275.93102483749,0,0,0,4.564197415601625,9.021106704470805,90177.22292763334,11.409532156730817,494739.97492069565,13.111787600340255,26248052.9686006,607024685.6170166,20.22408001642916,26248052.9686006,1864342419.5677056,21.34617423782358,GRC2006,CAN2006
PHL,POL,2136,1994,7.87163852232695,9681.53012518539,0,0,0,2.063266239275775,9.177975238562368,34955.68013134637,10.461836256097557,85713.7456464536,11.358768484331746,14265756.416838426,1798135178.4236662,21.310015952830312,14265756.416838426,1401217162.590051,21.06060709770678,PHL1994,POL1994
PAN,GRC,1425,2002,130.813011356171,10572.7019194574,0,0,0,4.873768909275853,9.266030667717818,7307.238154947665,8.896620663972234,59640.971576604876,10.996098059433523,16796347.543891504,1355102383.6082735,21.02714284828208,16796347.543891504,905963403.6795439,20.624509469901735,PAN2002,GRC2002
ECU,IND,699,1990,0,16571.0452096779,0,0,0,-Inf,9.715412186866848,3934.4600668295084,8.277528938433,153304.8930289724,11.940183982347747,12246859.677430546,1511828946.9405441,21.136585977973706,12246859.677430546,1203968910.4348505,20.908889361601684,ECU1990,IND1990
PHL,NGA,2044,2006,45.2728780453631,12576.2043665512,0,1,0,3.812708134540002,9.439561765057878,99341.81734920785,11.506321882728027,114155.65593579916,11.645318199007288,26248052.9686006,1292842970.305092,20.980109483347892,26248052.9686006,697964982.6264461,20.363679491311228,PHL2006,NGA2006
ARG,MAR,125,2002,75.1809568034476,9321.64227238159,0,0,0,4.319897964889944,9.140094101639573,44737.55993643325,10.708568694809248,22081.21708403686,10.002482620431534,16796347.543891504,1292885281.035573,20.980142209703,16796347.543891504,914026575.7331686,20.633370205290213,ARG2002,MAR2002
ROM,CHE,871,1986,17.6765409786701,1379.98928713379,0,0,0,2.872238392065499,7.2298310151745895,61892.58098303872,11.033155596611307,134874.10722237962,11.81209708324199,8435941.468852492,824246974.1249855,20.529980768844755,8435941.46885249,980065744.3941898,20.70313021349524,ROM1986,CHE1986
QAT,CRI,1111,1990,0,13821.4724176838,0,0,0,-Inf,9.533978634170563,1966.6162194351784,7.5840696897620505,4159.5475799072665,8.33316159251109,12246859.677430546,809117286.6657692,20.511454441851736,12246859.677430546,1938058560.3055913,21.384952566834414,QAT1990,CRI1990
MMR,HUN,1307,1994,0.039,7573.49529590378,0,0,0,-3.2441936328524905,8.93240996984109,2131.3617510215995,7.664516374154125,39716.74685632021,10.589528212899634,14265756.416838426,1425739184.4763336,21.07795624212353,14265756.416838426,1323837817.8371341,21.003800792877502,MMR1994,HUN1994
BRA,COL,131,2006,1909.29997920179,4305.87383389587,1,0,0,7.5544919508263115,8.367735377424424,552641.6304723107,13.222465024269608,63387.818363079845,11.057026982580583,26248052.9686006,959425073.8942959,20.681844781664974,26248052.9686006,1822838779.9779239,21.32366089207718,BRA2006,COL2006
HKG,ROM,1551,2002,13.7026830055118,8165.54117531891,0,0,0,2.6175916534783448,9.00767828310024,63617.042402595594,11.06063667573769,32961.33782745169,10.40309057262479,16796347.543891504,1270926638.5344079,20.963012108002772,16796347.543891504,998895186.2373793,20.722160412427176,HKG2002,ROM2002
ESP,HUN,710,1994,174.723078665257,1959.63296402464,0,0,0,5.163202312967102,7.580512471435876,259596.71428240335,12.466884606884529,39716.74685632021,10.589528212899634,14265756.416838426,925037786.9146814,20.645345145360906,14265756.416838426,1323837817.8371341,21.003800792877502,ESP1994,HUN1994
PRT,TUN,2254,2006,63.8853394302428,1772.63762683792,0,0,0,4.157089905173772,7.480223900998744,91667.1993129741,11.425919898650706,25484.1554482759,10.145812183055943,26248052.9686006,663204857.866309,20.31259448664742,26248052.9686006,873405876.6023235,20.587910927413436,PRT2006,TUN2006
CHN,HKG,427,1990,24678.9341391602,1612.37432830911,1,1,0,10.113705289856592,7.38546310970043,362844.07621913636,12.801728478871313,99151.23364331327,11.504401576062302,12246859.677430546,1327575292.9048822,21.006620027291092,12246859.677430546,1652663728.3887527,21.2256542039886,CHN1990,HKG1990
EGY,MEX,1031,1994,0.786897005796433,12300.922442091,0,0,0,-0.2396579085107935,9.417429533840453,21674.698099893354,9.983900873057777,159656.51054441687,11.980779977420536,14265756.416838426,813032264.3249607,20.516281352241194,14265756.416838426,2929654100.799,21.798150198671614,EGY1994,MEX1994
CRI,MAR,825,1998,0.411674007415771,8237.19546900025,0,0,0,-0.8875234869679527,9.016415209265515,9367.206142059102,9.144970160232813,22777.952315725262,10.033548343396564,15387631.310950087,1549857587.096663,21.16142888436393,15387631.310950087,993271356.716107,20.71651445428144,CRI1998,MAR1998
SGP,KEN,1886,1990,23.6845470041633,7437.0428456543,0,1,0,3.164822810339459,8.914228581834251,56711.63575232974,10.945734684752374,9404.747672078216,9.1489699122501,12246859.677430546,1319722235.0246606,21.00068712338999,12246859.677430546,919549816.9967908,20.63939477889537,SGP1990,KEN1990
MAC,IDN,1248,2006,0.386250000066757,3247.22583007813,0,0,0,-0.9512704505973482,8.085556320062565,4018.394130627355,8.298637631810479,221552.6905611559,12.308415720815487,26248052.9686006,1206015647.9839113,20.910587910278267,26248052.9686006,2009560429.8533132,21.42118184348563,MAC2006,IDN2006
JOR,MMR,1532,2002,0.0241940002441406,6196.90996336479,0,0,0,-3.721650600353524,8.731806053788429,5145.696870295048,8.54591608521764,18668.878489776092,9.834613164553447,16796347.543891504,666259152.8022016,20.317189271139387,16796347.543891504,1696897925.5266643,21.252067671434595,JOR2002,MMR2002
GBR,ISL,917,2006,308.864873771906,1745.98251052103,0,0,0,5.732903879544426,7.465072719465661,925638.166450444,13.73823868829244,12162.553127050156,9.406117094587508,26248052.9686006,729657108.5796189,20.40808526748191,26248052.9686006,1360760523.1362226,21.031309588584136,GBR2006,ISL2006
IND,KOR,1205,2002,804.28518803978,5108.00056072083,0,0,0,6.6899539177759815,8.538563326925491,274669.00564625475,12.523322035889624,467191.52484079084,13.054494570007966,16796347.543891504,922484830.4312155,20.64258148976675,16796347.543891504,2060754058.2033262,21.446337800440315,IND2002,KOR2002
SEN,BOL,695,1986,0.0307910003662109,6452.52189652348,0,0,0,-3.480532827602392,8.772226325081546,3033.2128282057565,8.01737767608256,1408.0472242013352,7.249959076071258,8435941.468852492,903045745.7047606,20.621283769793294,8435941.46885249,1667032514.0487587,21.234310945053206,SEN1986,BOL1986
FRA,CAN,287,1986,1099.72675986385,6454.26880510559,0,1,1,7.002817027806269,8.772497021125691,422485.2085855012,12.95390971590144,213506.27790771265,12.27142151593847,8435941.468852492,871531310.830273,20.58576234979506,8435941.46885249,1648419482.0820115,21.223082776142164,FRA1986,CAN1986
MWI,BOL,529,2006,0,10595.370992672,0,0,0,-Inf,9.268172485914938,1501.7901109726554,7.3144130828609475,5898.392670602294,8.682435164066893,26248052.9686006,604372225.2363259,20.219700833032153,26248052.9686006,1778532775.4579637,21.299054577891418,MWI2006,BOL2006
IRL,AUT,180,1986,58.3529674575031,1663.34752714491,0,0,0,4.066510213609153,7.4165874333946995,20955.31310136746,9.950147501854202,59831.27152876218,10.999283738519308,8435941.468852492,949797452.7594757,20.67175931220528,8435941.46885249,968088336.5497006,20.690833897843426,IRL1986,AUT1986
SGP,GRC,1554,1998,69.5383089857102,9085.72747714844,0,0,0,4.241877809138668,9.114460052159254,153199.16444517707,11.93949408226055,47138.936967692985,10.760854625699007,15387631.310950087,1242491322.8469098,20.940384332286456,15387631.310950087,937252323.1837851,20.65846309230092,SGP1998,GRC1998
IND,BRA,337,1986,4.37464450800419,13949.7150277649,0,0,0,1.475825261194858,9.543214358923644,97997.9394008206,11.49270173090941,281052.8051294664,12.546297849271593,8435941.468852492,946724366.8934166,20.668518549537733,8435941.46885249,1441634696.2167234,21.08904351238161,IND1986,BRA1986
SGP,CRI,1160,1986,0.236672998547554,18495.133274707,0,0,0,-1.4410758435464943,9.825262910226371,24833.424694953268,10.119945794684181,3345.4888769371983,8.115368113433963,8435941.468852492,1240708537.7684083,20.938948454801857,8435941.46885249,1785831262.1018147,21.303149836830894,SGP1986,CRI1986
BEL,CHE,58,2006,4903.08467075279,503.068935598326,0,1,0,8.497619810674628,6.220727209612629,762280.2254298639,13.544069516973318,374808.8673527322,12.834171487958566,26248052.9686006,705243351.9294629,20.37405348125741,26248052.9686006,1026165649.8671746,20.749095022775254,BEL2006,CHE2006
THA,BGR,571,1990,5.62308996742964,7820.80182627029,0,0,0,1.7268813290806342,8.96454236361165,99582.153583069,11.508738246624993,24539.599424511252,10.108043394762126,12246859.677430546,1231532088.967246,20.931524832000047,12246859.677430546,1004807756.6024151,20.728062073196995,THA1990,BGR1990
URY,TTO,2321,2006,11.3636702308683,4998.47090373516,0,0,0,2.4304214448158996,8.516887325391025,9189.891155688798,9.125859371502532,14629.532997698372,9.590797572636498,26248052.9686006,1100524354.0976064,20.819052588715554,26248052.9686006,1594943704.1954095,21.19010427738504,URY2006,TTO2006
TUN,PHL,2234,2006,1.72526604302391,10995.1641617416,0,0,0,0.5453812664313803,9.30521083345872,22031.99990937687,10.000251216855187,88290.71466668506,11.388390224400018,26248052.9686006,582930454.4965918,20.18357844817112,26248052.9686006,2142416796.4792032,21.48520037289995,TUN2006,PHL2006
IRL,PHL,1598,2006,718.137655003257,11171.2848956249,0,1,0,6.5766612707325285,9.321101916389942,172373.87003338855,12.057421059792832,88290.71466668506,11.388390224400018,26248052.9686006,747578776.6812001,20.432350244540793,26248052.9686006,2142416796.4792032,21.48520037289995,IRL2006,PHL2006
BRA,NGA,628,1994,145.376423161864,6321.69174108734,0,0,0,4.9793264003824085,8.75174213187265,356816.0293155369,12.78497560389059,9977.050226529134,9.208042757132482,14265756.416838426,1459998435.7326698,21.1017012012501,14265756.416838426,984601034.1613386,20.707747075624344,BRA1994,NGA1994
TUN,IRL,1775,2002,9.46912939006007,2335.25943889313,0,0,0,2.248036969504061,7.755878272664554,16851.63550065086,9.73220299342343,84703.45374048752,11.346911655965698,16796347.543891504,651943849.1025434,20.29546899517393,16796347.543891504,1136662108.4122715,20.851361829371204,TUN2002,IRL2002
IDN,TUN,1716,1998,10.9524830746651,11060.0947363739,0,0,0,2.393566195364855,9.3110988407154,114082.00170244125,11.64467278197421,18775.41234786566,9.840303438993859,15387631.310950087,1314631604.0921552,20.996822314347735,15387631.310950087,911781456.1146964,20.630910887869216,IDN1998,TUN1998
