exporter,importer,pair_id,year,trade,dist,cntg,lang,clny,log_trade,log_dist,y,log_y,e,log_e,total_e,remoteness_exp,log_remoteness_exp,total_y,remoteness_imp,log_remoteness_imp,exp_year,imp_year
ITA,SEN,1799,1994,53.0516078972817,4183.52527647019,0,0,0,3.971265173691759,8.338909537660795,503293.7510891411,13.128929276810444,2465.3238084489085,7.810078440303417,14265756.416838426,895076993.9109915,20.612420299255234,14265756.416838426,1314095866.978163,20.99641471247397,ITA1994,SEN1994
NOR,NER,1980,1986,0.227692001342773,5183.05783289719,0,0,0,-1.4797614345805103,8.55315047631715,34763.37993470023,10.456319810978426,314.876038338128,5.752179032287434,8435941.468852492,960189314.39322,20.68264102547724,8435941.46885249,837453881.7154118,20.54587675353881,NOR1986,NER1986
TZA,CYP,1309,1990,0,4596.16431764259,0,0,0,-Inf,8.432977390645167,769.8248531498319,6.64616302553222,5086.173493437623,8.534281057362048,12246859.677430546,787213234.0515562,20.48400971511024,12246859.677430546,952608432.3339732,20.674714498206587,TZA1990,CYP1990
ITA,JOR,1273,2002,198.741906585693,2428.64424288025,0,0,0,5.292007031123876,7.795088455896034,747661.3652554303,13.524705434201113,7604.562369295082,8.936503657908757,16796347.543891504,697725926.3480171,20.36333692795536,16796347.543891504,920470251.1513995,20.64039523997437,ITA2002,JOR2002
AUT,DEU,77,1998,18220.3048032227,592.326649297905,1,1,0,9.810291899720271,6.384058255176231,106049.74320384127,11.571663538526826,1114154.41945026,13.923606306963675,15387631.310950087,784105833.3425697,20.480054560712528,15387631.310950087,1113977898.6514485,20.831203138624037,AUT1998,DEU1998
CMR,BRA,118,1998,0.131539000272751,6782.75170041447,0,0,0,-2.028451891314558,8.822138154115725,2579.128482862213,7.855206823509063,355098.17707959557,12.780149585377016,15387631.310950087,607954477.2326367,20.22561056415468,15387631.310950087,1643203296.5792828,21.219913403331347,CMR1998,BRA1998
MYS,HKG,1336,1990,898.979757247925,2408.00567820606,0,1,0,6.801260517252509,7.786554164484927,36424.60446271274,10.502999772053526,99151.23364331327,11.504401576062302,12246859.677430546,1311766390.393749,20.994640455512112,12246859.677430546,1652663728.3887527,21.2256542039886,MYS1990,HKG1990
CHN,MWI,786,1998,2.55731198267937,10296.912855912,0,0,0,0.9389567000823094,9.239599406564903,781499.7974364983,13.568970169645295,660.1966378743659,6.4925377268195845,15387631.310950087,1292143770.9853868,20.979568513968367,15387631.310950087,953735508.884107,20.67589694661696,CHN1998,MWI1998
BEL,PRT,588,1990,878.0943542099,1683.54775395546,0,0,0,6.777754052792724,7.428658604076734,537565.5617079712,13.19480600681622,55424.19785682277,10.922771561792011,12246859.677430546,877164270.9162562,20.59220484284886,12246859.677430546,1100210317.9738023,20.8187671966327,BEL1990,PRT1990
ARG,MAC,119,1990,0.331744498968124,18451.916015625,0,0,0,-1.1033901877667611,9.822923493162095,79001.25715625827,11.2772190446929,2099.537846084949,7.649472526198952,12246859.677430546,1440842861.4881282,21.08849409977897,12246859.677430546,1658042426.6928954,21.228903482411067,ARG1990,MAC1990
MYS,BEL,481,1986,97.820472102344,10376.1326841019,0,0,0,4.583133881334936,9.24726351351108,17368.80298319136,9.762430943975769,312651.3084973026,12.652843818169167,8435941.468852492,1235245363.9200046,20.934535462531912,8435941.46885249,1023441410.7141807,20.746436717376486,MYS1986,BEL1986
ROM,ESP,1377,1994,68.0631864016056,2394.00996977425,0,0,0,4.220436485514402,7.780725050593061,25209.60870894317,10.134980498797852,270217.68982138083,12.506983171726354,14265756.416838426,924214825.6422714,20.644455097866963,14265756.416838426,1309481858.4873998,20.992897368045476,ROM1994,ESP1994
CHE,HKG,361,1986,673.903485798836,9378.22261423035,0,0,0,6.5130869045146,9.146145537289561,134237.57053529992,11.807366423617864,43815.25323985892,10.68773728322582,8435941.468852492,859626105.5599867,20.572008091699114,8435941.46885249,1492392172.0711887,21.12364615410266,CHE1986,HKG1986
POL,TUN,2244,2006,30.2267273812058,1912.02213348236,0,0,0,3.4087265456107696,7.5559166696334445,228336.55959385136,12.338575958084538,25484.1554482759,10.145812183055943,26248052.9686006,705016481.4792616,20.37373173848805,26248052.9686006,873405876.6023235,20.587910927413436,POL2006,TUN2006
PHL,THA,2215,1986,36.6329484959841,2306.80449588041,0,0,0,3.600948067572113,7.743618510707804,12438.280945971634,9.428534169121523,37464.08019177079,10.53113789136319,8435941.468852492,1376775192.6880264,21.043009784605164,8435941.46885249,1358333425.5811548,21.02952436288363,PHL1986,THA1986
MMR,CHE,662,1994,0.343935002744198,8440.77768965301,0,0,0,-1.0673025849722428,9.040829726668884,2131.3617510215995,7.664516374154125,253768.8500890369,12.44417909264423,14265756.416838426,1425739184.4763336,21.07795624212353,14265756.416838426,1344760187.3808334,21.01948153475789,MMR1994,CHE1994
BGR,LKA,332,1986,0.0897540013790131,6650.5594130867,0,0,0,-2.410682668997395,8.802456252380496,51157.797009774964,10.842670193971559,2795.816403403326,7.935879437178886,8435941.468852492,806004338.6110852,20.50759968334858,8435941.46885249,1137333670.6523566,20.85195247449534,BGR1986,LKA1986
PRT,KOR,1842,1998,10.2364698235393,10498.2089772186,0,0,0,2.3259568163785684,9.258959947998056,66589.51612309486,11.106302428568203,258172.4818069567,12.461383174669848,15387631.310950087,812390966.4234661,20.51549226799207,15387631.310950087,2035412864.8860598,21.43396451727109,PRT1998,KOR1998
KEN,CHN,618,1990,1.38368148061633,9201.27493966599,0,0,0,0.32474768664492354,9.127097333834232,8061.119469181324,8.99480771781406,343756.9040908591,12.747690012389178,12246859.677430546,768730564.9598507,20.46025109541238,12246859.677430546,1643910328.593066,21.220343587441366,KEN1990,CHN1990
BEL,SGP,632,1998,540.323630325079,10570.7493607719,0,0,0,6.29216827545737,9.265845971410183,287273.26024759514,12.568189168055264,150194.15940652712,11.91968413211355,15387631.310950087,834426211.5261142,20.542254874779342,15387631.310950087,1847872464.1824627,21.337300794896127,BEL1998,SGP1998
ISL,BOL,338,1998,0.141067001342773,9853.79104746094,0,0,0,-1.9585203146412988,9.195611538034445,4663.0114928853545,8.447416761502978,5033.538630389836,8.523878520797789,15387631.310950087,1030774983.6055596,20.753576767536035,15387631.310950087,1962555916.300937,21.39751349959758,ISL1998,BOL1998
FIN,SWE,1467,1990,3485.90312097168,604.910600910068,1,1,1,8.156482434807872,6.405080680021412,74506.29053439197,11.21863883750632,110269.84046993623,11.610685736029415,12246859.677430546,944377422.2668016,20.66603645592967,12246859.677430546,1170209019.3379548,20.880448218807043,FIN1990,SWE1990
CAN,TUN,895,1986,9.32294766914844,7665.12687735519,0,1,0,2.232478852207356,8.944436343987599,211126.3064620094,12.260211842188099,8388.936519295416,9.034669035681583,8435941.468852492,1438346453.8040454,21.08675999476795,8435941.46885249,887227809.9690053,20.603612339281263,CAN1986,TUN1986
GBR,DNK,557,1990,2109.15713106537,920.4319505373,0,0,0,7.6540436827130724,6.824843071310658,590347.3472828821,13.288466366860067,52961.61877433892,10.87732275612448,12246859.677430546,904044649.7527745,20.62238930845618,12246859.677430546,1144835524.8101315,20.85852681718044,GBR1990,DNK1990
ITA,KEN,1320,2006,170.67126892662,5510.5432678051,0,0,0,5.139739302374727,8.614418493984466,1126884.096431932,13.934966945170638,12288.941823455607,9.416455098239345,26248052.9686006,631759177.8918278,20.264018831854518,26248052.9686006,892619345.86081,20.60967078353068,ITA2006,KEN2006
URY,MWI,2167,1998,0,9184.10921214981,0,0,0,-Inf,9.125230010055478,8218.051204736097,9.014088380226584,660.1966378743659,6.4925377268195845,15387631.310950087,1384503798.4050848,21.048607644092716,15387631.310950087,953735508.884107,20.67589694661696,URY1998,MWI1998
LKA,SGP,1951,1998,36.740391772747,2719.67655324917,0,0,0,3.603876743114639,7.908268237972555,6084.5068206081,8.713500953757096,150194.15940652712,11.91968413211355,15387631.310950087,964037564.2324145,20.686640818861697,15387631.310950087,1847872464.1824627,21.337300794896127,LKA1998,SGP1998
FIN,MEX,1102,2002,110.027429237315,9593.02411344452,0,0,0,4.700729691411064,9.168791458464796,91636.21133326493,11.425581792775915,264657.3908726597,12.48619140386637,16796347.543891504,853665165.5927893,20.56504959711006,16796347.543891504,2217991492.779637,21.51986789033055,FIN2002,MEX2002
ARG,NPL,178,2006,0.099923002243042,16648.4363057266,0,0,0,-2.303355367148607,9.720071575426271,59561.41971842669,10.994763323290663,4881.484603951256,8.493204674702186,26248052.9686006,1131627480.5806038,20.846922681809264,26248052.9686006,1525909073.422258,21.145856183120095,ARG2006,NPL2006
ESP,DNK,491,1998,603.535562824249,2061.47955088978,0,0,0,6.402804966430666,7.63117923256818,329603.8051824642,12.705646621800522,78867.54119046012,11.27552503043327,15387631.310950087,781628749.8763503,20.476890441379137,15387631.310950087,1176148319.7473075,20.88551080070421,ESP1998,DNK1998
EGY,TZA,1476,1986,0.300431014299393,4080.22976770964,0,0,0,-1.2025371210811944,8.31390858142765,22085.0641690368,10.002656829574823,1348.1459758386989,7.206485576290767,8435941.468852492,739599284.2501024,20.421619089724075,8435941.46885249,833059567.0067436,20.540615706586166,EGY1986,TZA1986
CMR,TZA,1158,1986,0,3146.73691151648,0,1,0,-Inf,8.054121293797422,2109.8694506459237,7.6543813528241875,1348.1459758386989,7.206485576290767,8435941.468852492,726986987.2971798,20.40441913615903,8435941.46885249,833059567.0067436,20.540615706586166,CMR1986,TZA1986
NER,IRN,1508,1998,0,5193.07546510391,0,0,0,-Inf,8.55508137582113,227.33988458100688,5.426446186565143,64942.91629864841,11.08126395223473,15387631.310950087,611928240.8208054,20.23212558004109,15387631.310950087,1078603133.6996267,20.79893264620309,NER1998,IRN1998
ZAF,COL,1255,1990,1.43115798187256,11453.5761864464,0,0,0,0.3584838941121416,9.346057290911316,74085.67188003812,11.212977430644543,22946.365729971316,10.040914846956522,12246859.677430546,949544913.957741,20.67149338984431,12246859.677430546,1838228280.0919263,21.332068053435336,ZAF1990,COL1990
IDN,TUN,1716,1990,2.63332194685936,11060.0947363739,0,0,0,0.9682461468180594,9.3110988407154,46605.00740788362,10.74946326944565,13830.306559453042,9.534617590678721,12246859.677430546,1391114750.7493477,21.053371241632085,12246859.677430546,971635200.4993628,20.694490983850763,IDN1990,TUN1990
ARG,THA,231,2002,181.32329590673,17137.094875425,0,0,0,5.200281603200241,9.749000683936881,44737.55993643325,10.708568694809248,147047.24515585325,11.898509209742414,16796347.543891504,1292885281.035573,20.980142209703,16796347.543891504,1788220805.701835,21.304486999194918,ARG2002,THA2002
SWE,MEX,2026,1994,238.483379402876,9357.38904753494,0,0,0,5.474299619861816,9.143921582645499,102978.88898855771,11.5422792849282,159656.51054441687,11.980779977420536,14265756.416838426,1073960024.1025975,20.794618610834384,14265756.416838426,2929654100.799,21.798150198671614,SWE1994,MEX1994
CRI,CHE,186,1998,2.12079274014212,9345.6713687439,0,0,0,0.7517899528173175,9.142668559871325,9367.206142059102,9.144970160232813,216358.2153730879,12.284690717537073,15387631.310950087,1549857587.096663,21.16142888436393,15387631.310950087,1060473539.0993679,20.781981380313418,CRI1998,CHE1998
ISR,FRA,910,1986,218.886853365421,3169.53003995285,0,0,0,5.388554945006783,8.061338603500051,26956.75187794298,10.201989078463244,427659.74096999544,12.966083160651994,8435941.468852492,753023192.3068383,20.43960658516614,8435941.46885249,994716779.1288941,20.717968610512486,ISR1986,FRA1986
ESP,BOL,196,2006,30.6215588271022,9129.73631687775,0,1,1,3.4217042977221745,9.119292092216611,610390.1393037679,13.321853604339212,5898.392670602294,8.682435164066893,26248052.9686006,643654771.6828496,20.282673071516918,26248052.9686006,1778532775.4579637,21.299054577891418,ESP2006,BOL2006
CAN,DNK,209,1986,37.6881948088408,6333.82435436859,0,0,0,3.6293469103729397,8.753659496112347,211126.3064620094,12.260211842188099,37311.71858390109,10.527062727440649,8435941.468852492,1438346453.8040454,21.08675999476795,8435941.46885249,1048884206.1597245,20.770992775291273,CAN1986,DNK1986
GRC,AUS,96,1994,32.72263551265,14845.5983850632,0,0,0,3.488067055943403,9.605458695247938,29847.398631901608,10.303852967013142,142061.07233178892,11.864012330966146,14265756.416838426,851522643.9798816,20.56253665076085,14265756.416838426,3124554474.9562125,21.862557541956978,GRC1994,AUS1994
CRI,CMR,254,2006,4.75047368367016,10511.5972354309,0,0,0,1.5582443359524827,9.26023442524825,17029.69468853852,9.742713845635695,4407.707992793849,8.391110103809483,26248052.9686006,1247703430.0395699,20.94457044246745,26248052.9686006,711180159.7003351,20.382436344840556,CRI2006,CMR2006
MEX,PAN,1897,1990,35.4684388674498,2723.96529011059,0,1,0,3.5686432550582654,7.90984392493807,85123.9557221339,11.351863775795174,5698.728038003423,8.647998277693231,12246859.677430546,1629158262.4651392,21.211329314987307,12246859.677430546,1890903340.1826823,21.360320509601145,MEX1990,PAN1990
MAC,AUT,280,1994,9.16283831936121,8697.8583984375,0,0,0,2.215155990881556,9.07083211324092,2040.9955218913028,7.621192968731643,104209.97342940616,11.554163118014808,14265756.416838426,1661268731.299777,21.23084744335316,14265756.416838426,1337758613.412546,21.014261373866074,MAC1994,AUT1994
KWT,MWI,1676,2002,0.120400503329933,5075.21818217392,0,0,0,-2.1169315656349834,8.53212479454724,27258.76796251516,10.213130508430012,1249.0773946144968,7.130160473469618,16796347.543891504,717827335.9496926,20.391739618914045,16796347.543891504,992792934.5820597,20.716032675171473,KWT2002,MWI2002
