exporter,importer,pair_id,year,trade,dist,cntg,lang,clny,log_dist,intl,y,e,e_r,fe_exporter_bln,fe_importer_bln,tij_bln,omr_bln,imr_bln,tradehat_bln,xi_bln,tij_cfl,log_tij_cfl,fe_exporter_cfl,fe_importer_cfl,omr_cfl,imr_cfl,tradehat_cfl,xi_cfl,change_tij,phi,change_p_i,change_p_j,trade_cfl,omr_cfl_0,imr_cfl_0,change_imr_full_0,change_omr_full_0,change_p_i_0,change_p_j_0,fe_exporter_cfl_0,fe_importer_cfl_0,tradehat_0,e_r_cfl_0,trade_1,tradehat_1,y_cfl_1,e_cfl_1,e_r_cfl_1,change_p_i_1,change_p_j_1,omr_cfl_1,imr_cfl_1,change_omr_full_1,change_imr_full_1,fe_exp_cfl_0,fe_imp_cfl_0,change_p_i_full,change_p_j_full,y_full,e_full,e_full_r,omr_full,imr_full,x_full,xi_full,change_price_full,change_omr_cfl,change_omr_full,change_xi_cfl,change_xi_full,change_imr_full,rgdp,log_y
CHN,CHN,12350,2006,2795425.71984987,1018.0708828167,0,0,0,6.925664824172401,0,3711792.1290975767,3207130.3364955927,1771970.008304786,19.70241970902246,0.6295692261285721,0.0041685174166119394,18255.252891401055,0.9643658039275037,2818721.8434891766,893070.2856083952,0.0041685174166119394,-5.480194841973854,18.454065216462823,1.0659154722085429,63612.33263089733,0.6233601497267529,1251415.4725943543,2460376.6565031735,1,0.8640382394677153,1.2312859143491264,1.2312859143491264,1897227.202056034,63589.09107005264,0.6232724378292885,1.000015153027523,1.0000794091342917,1.0000497212410877,1.0000497212410877,18.454065216462823,1.0659154722085429,1250850.2420309237,1771738.393484195,1250850.2420309233,1250850.2420309237,3710014.7503620945,3205594.6133021195,1771738.393484195,1.0000497212410877,1.0000497212410877,63589.09107005264,0.6232724378292885,1.0000794091342917,1.000015153027523,18.45382096562839,1.0657079480218528,1.231259089252583,1.231259089252583,4570177.796367588,3948808.3772278936,2200336.720779877,78313.02507923785,0.6180956753574353,1554143.3359619875,3055562.335931198,23.125908925258297,-18.784094876240587,-21.550115431541105,175.49641905587157,242.14130569237636,-7.69553122969977,14.327778988942107,15.12702537161587
CMR,CMR,12351,2006,2508.18117042446,400.736531711185,0,0,0,5.993304183217325,0,3436.29497832556,4407.707992793849,1771970.008304786,14.085295890998314,-3.8091202397097694,0.008717444557788957,4649.22455554699,0.11221123680300665,253.09034300888356,3183.2046353166693,0.008717444557788957,-4.742429139309776,11.953471189354048,-4.928303182456429,39194.05766352275,0.343630200492613,9.80349414549373,3426.491484180068,1,1.2826919751055947,1.4266144459373138,1.4266144459373138,19.952353403559993,39180.820557037616,0.3435913455397958,1.0000120712086058,1.0000763271173112,1.0000334705159906,1.0000334705159906,11.953471189354048,-4.928303182456429,9.80097718202014,1771738.393484195,9.800977182020091,9.80097718202014,3435.079359467014,4406.148728239205,1771738.393484195,1.0000334705159906,1.0000334705159906,39180.820557037616,0.3435913455397958,1.0000763271173112,1.0000120712086058,11.953324438814587,-4.928413206348206,1.426583365365534,1.426583365365534,4902.161254568362,6287.962901908412,2200336.720779877,55906.282198931585,0.39478050787487007,12.175041326423017,4255.388416150052,42.6583365365534,-29.903976309241674,-33.93268583990823,7.642827802027119,33.68252763073525,18.913832414296184,75.9342447474423,8.142149128757358
COL,COL,12352,2006,43613.5630820288,354.3975052706,0,0,0,5.870419179401973,0,52002.729603667365,63387.818363079845,1771970.008304786,16.223166936338536,-1.4584224669272172,0.00960768748275261,8295.653956038534,0.15379218512075746,24823.66591527937,27179.063688387036,0.00960768748275261,-4.645191721507753,14.586620916832674,-2.297766969112903,42618.0459496271,0.3560057014410352,2087.374272590479,49915.35533107705,1,1.2189325223153205,1.3135818858457398,1.3135818858457398,3601.7588192764606,42598.920456795844,0.3559259100280429,1.0000249979427671,1.000089254682139,1.0000700745032638,1.0000700745032638,14.586620916832674,-2.297766969112903,2085.9219665217274,1771738.393484195,2085.92196652174,2085.9219665217274,51967.14539276544,63344.443611130555,1771738.393484195,1.0000700745032638,1.0000700745032638,42598.920456795844,0.3559259100280429,1.000089254682139,1.0000249979427671,14.586254553739442,-2.298096605557767,1.3135532678290023,1.3135532678290023,68308.35540692526,83263.27595137477,2200336.720779877,55973.75621988587,0.376592670068709,2592.3275574334884,61990.297026728724,31.355326782900228,-23.87227543441971,-27.25367989812385,83.6536972110805,128.08106172257766,13.865513797098139,52.50027320471189,10.859051488564106
CRI,CRI,12353,2006,9739.43553674967,60.1939952123642,0,0,0,4.097572600036762,0,17029.69468853852,17938.211333388117,1771970.008304786,15.073900366688095,-2.815453723118308,0.03907159066603692,8573.36826058305,0.1690669762127938,8234.492273944546,8795.202414593803,0.03907159066603692,-3.2423596575103146,13.452790976298692,-3.568553534301164,43370.0918220038,0.3590259810734284,766.5330262648832,16263.161662273673,1,1.0533489684616046,1.3102066834554622,1.3102066834554622,1315.8624449177998,43349.756715811774,0.358938291514636,1.0000274586527405,1.0000917155502385,1.000076531942991,1.000076531942991,13.452790976298692,-3.568553534301164,765.940355137127,1771738.393484195,765.940355137122,765.940355137127,17017.040030193963,17924.881562074643,1771738.393484195,1.000076531942991,1.000076531942991,43349.756715811774,0.358938291514636,1.0000917155502385,1.0000274586527405,13.452385871406996,-3.5689219125439857,1.3101781389717109,1.3101781389717109,22311.933694285824,23502.252341259697,2200336.720779877,56815.11889546497,0.37881175446114645,951.9637727465642,20197.35641169279,31.017813897171088,-23.676164026071167,-27.03499893229552,84.90946422436339,129.6406092732953,12.580988815614436,49.873365212088984,9.742713845635695
CYP,CYP,12354,2006,9780.07108410644,55.1359973634675,0,0,0,4.009802812526806,0,12030.275442399554,17917.53919356141,1771970.008304786,14.615201955548594,-2.9900885697547075,0.04188160852286279,9581.431005879578,0.20109485645099417,4685.392175763802,7344.883266635747,0.04188160852286279,-3.172908485817108,12.878948830776048,-3.856262790981675,54384.54857174136,0.4781626471447618,347.15714816216934,11683.118294237456,1,1.4893706531782938,1.3355931773827134,1.3355931773827134,619.2620923358247,54368.40084922637,0.4781281009402384,1.0000073413318495,1.000071596936787,1.0000254890905513,1.0000254890905513,12.878948830776048,-3.856262790981675,347.1012603095629,1771738.393484195,347.1012603095642,347.1012603095629,12027.086566159356,17912.789774872643,1771738.393484195,1.0000254890905513,1.0000254890905513,54368.40084922637,0.4781281009402384,1.000071596936787,1.0000073413318495,12.878849967377521,-3.8563249277296223,1.3355640798225867,1.3355640798225867,16067.203751240622,23930.02174573398,2200336.720779877,72624.55554771809,0.5142894288217312,431.13736417952526,14509.362268473731,33.556407982258676,-25.126901145179282,-28.65046481758049,59.064723973330025,97.54381032007342,14.486983321731085,56.18254760529202,9.395181704999173
0-DEU,0-DEU,12355,2006,1126254.94844333,301.082593957305,0,0,0,5.707384625637737,0,2007800.2130255208,1771970.008304786,1771970.008304786,18.593568362324042,0,0.010930650644471853,29929.03569594933,1,1299361.9731528906,708438.239872623,0.010930650644471853,-4.516184450251445,17.29432678233783,0,109735.25396349085,1,354386.1199737174,1653414.0930517968,1,0.8825429924796321,1.241773082267983,1.241773082267983,546463.5344464729,109710.59799990048,1,1,1.0000642551331036,1.0000151327551503,1.0000151327551503,17.29432678233783,0,354373.104798374,1771738.393484195,354373.10479837214,354373.104798374,2007537.7727562482,1771738.393484195,1771738.393484195,1.0000151327551503,1.0000151327551503,109710.59799990048,1,1.0000642551331036,1,17.294290055689654,0,1.2417460286954307,1.2417460286954307,2493177.9409382804,2200336.720779877,2200336.720779877,136245.5047912993,1,440115.08469906,2053388.783003352,24.174602869543072,-19.469988979500762,-22.322526706902135,133.38860044441984,189.8472537807319,-0,24.174602869543072,14.512550259338532
DNK,DNK,12358,2006,52037.1459056887,115.44694371261,0,0,0,4.748811062627312,0,112651.49510098355,119404.33100208711,1771970.008304786,16.354080695724342,-1.8327012075378015,0.023337896526796766,15765.448281424851,0.421207149477543,47273.38394936731,65378.111151616526,0.023337896526796766,-3.7576767792871673,14.607415076147936,-2.5146740411333512,90421.88668128685,0.8330532683985098,4167.469331907377,108484.02576907552,1,1.0599444853798892,1.3379129992315093,1.3379129992315093,7459.8167527349,90399.65152596883,0.8330355881358059,1.0000022017480092,1.000066457022624,1.0000160950435972,1.0000160950435972,14.607415076147936,-2.5146740411333512,4167.268156648535,1771738.393484195,4167.268156648515,4167.268156648535,112633.72953554675,119385.50048897273,1771738.393484195,1.0000160950435972,1.0000160950435972,90399.65152596883,0.8330355881358059,1.000066457022624,1.0000022017480092,14.607372575859227,-2.5146798147726845,1.3378838511311757,1.3378838511311757,150714.61610138864,159749.12620281393,2200336.720779877,120958.1694281393,0.8975494901266782,5175.614999055776,134727.218417563,33.78838511311757,-25.256724422709475,-28.794776640201526,65.93325175377626,106.07389238444185,11.846501021922984,51.76752671653968,11.632054217862716
ECU,ECU,12360,2006,11085.7195357164,178.449019521302,0,0,0,5.184302955504163,0,13402.517249408904,20105.80168332455,1771970.008304786,15.073105497248369,-2.349946740552468,0.016534994769272244,6752.6804594825035,0.1189690325087168,5546.278868925216,7856.23838048358,0.016534994769272244,-4.102276248891204,13.346127502042458,-3.331731223092021,37974.60042503817,0.3175539454298658,369.4886527076663,13033.028596701304,1,1.50015115139742,1.3335301390777532,1.3335301390777532,657.0626435408952,37957.59854998521,0.31748310509799327,1.0000248954172528,1.000089152150028,1.0000687875984697,1.0000687875984697,13.346127502042458,-3.331731223092021,369.237279886939,1771738.393484195,369.23727988693827,369.237279886939,13393.463683836791,20092.21996650729,1771738.393484195,1.0000687875984697,1.0000687875984697,37957.59854998521,0.31748310509799327,1.000089152150028,1.0000248954172528,13.345768859841922,-3.3320531386446053,1.3335010864634844,1.3335010864634844,17872.271313432364,26811.10838893264,2200336.720779877,50632.551861032196,0.34101863139145655,458.87104634300175,16185.827156966187,33.350108646348446,-25.01106868933739,-28.521670009623335,65.89400633613505,106.02515317222196,16.097293481992082,58.934215808315656,9.503197822730069
EGY,EGY,12362,2006,25694.8895389649,155.737296425074,0,0,0,5.048170590457093,0,32729.20218948262,41117.34403340283,1771970.008304786,15.661946790697439,-2.1829748671102327,0.018415614606718592,9151.551307080643,0.20588401347524643,13153.137065592307,19576.06512389036,0.018415614606718592,-3.9945563543111486,13.92798168554284,-2.9836702718489962,51825.821614515764,0.4585220460729948,1042.8942497317416,31686.307939750808,1,1.2562892243861568,1.33508396391451,1.33508396391451,1858.9060114217793,51810.232304677484,0.4584871373251302,1.000007813163613,1.0000720687987446,1.0000270171542716,1.0000270171542716,13.92798168554284,-2.9836702718489962,1042.7072375673122,1771738.393484195,1042.7072375673083,1042.7072375673122,32720.099504653128,41105.90842853855,1771738.393484195,1.0000270171542716,1.0000270171542716,51810.232304677484,0.4584871373251302,1.0000720687987446,1.000007813163613,13.927873654002683,-2.983741576741106,1.3350548774482327,1.3350548774482327,43695.28101805815,54893.910699511434,2200336.720779877,69181.27203378621,0.4929768888976577,1295.1790862658202,39351.49069534155,33.50548774482327,-25.098343847381166,-28.618714867843664,61.862497591925546,101.01838876351886,13.543162722565983,54.418657851678496,10.396022991685845
ESP,ESP,12363,2006,442382.392473643,462.521730133438,0,0,0,6.136693539921061,0,610390.1393037679,686476.7298770647,1771970.008304786,17.81385582421982,-0.06987329400549794,0.007782393006925431,19842.87470578368,0.41544643755992244,395573.19815152214,214816.9411522468,0.007782393006925431,-4.855891403648516,16.53757522327444,-0.472258229309703,71102.71962285072,0.6212531392293545,73822.99816659636,536567.1411371714,1,1.1246523914362112,1.237030109046062,1.237030109046062,112967.1624073964,71082.86160020524,0.6212192108698132,1.0000059554386496,1.0000702109544044,1.0000289105163758,1.0000289105163758,16.53757522327444,-0.472258229309703,73808.08328324358,1771738.393484195,73808.08328324312,73808.08328324358,610226.5779402627,686292.7801984521,1771738.393484195,1.0000289105163758,1.0000289105163758,71082.86160020524,0.6212192108698132,1.0000702109544044,1.0000059554386496,16.537455831879324,-0.4723408940569221,1.237003158805086,1.237003158805086,755054.5304222375,849173.8833041148,2200336.720779877,87942.79223719864,0.6188802523907885,91681.39850748032,666367.2177280324,23.700315880508604,-19.161223911425097,-21.974949830855785,149.7787829298301,210.20235841444142,6.426817088433545,32.196332358828194,13.321853604339212
